Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,Occupation,Domain,Country,Number,Company
female,American,Mrs.,Sylvia,E,Figueroa,"1554 Kinchant St",Abbotsford,BC,"British Columbia","V2T 2Z3",Canada,SylviaEFigueroa@teleworm.us,Gall1950,604-832-8523,1,Archie,9/10/1950,72,"Poultry farmer",PurchaseFoods.ca,CA,2790,"DGS VolMAX"
female,American,Dr.,Carolyn,S,Crumley,"419 40th Street",Calgary,AB,Alberta,"T2J 0N5",Canada,CarolynSCrumley@rhyta.com,Werted,403-225-7092,1,Goncalves,5/13/1958,65,"Office machine operator",StrategyMall.ca,CA,2791,Muirhead's
male,American,Mr.,Erin,J,Martinez,"855 Hastings Street",Vancouver,BC,"British Columbia","V6C 1B4",Canada,ErinJMartinez@teleworm.us,Hunce1971,604-771-2956,1,Cheatham,1/19/1971,52,Optometrist,TrainMotion.ca,CA,2792,"Del Farm"
male,American,Mr.,John,K,Briggs,"2215 Sixth Street","New Westminster",BC,"British Columbia","V3L 3C1",Canada,JohnKBriggs@cuvox.de,Neived,604-818-7392,1,Alderete,9/28/1983,39,"Railroad conductor",JudoLocator.ca,CA,2793,"Wilson's Jewelers"
female,American,Ms.,Rebecca,J,Price,"1799 Water Street",Kitchener,ON,Ontario,"N2H 5A5",Canada,RebeccaJPrice@dayrep.com,Wittiuse,519-465-5061,1,Skinner,12/7/1972,50,"Library media assistant",LuxuryPrize.ca,CA,2794,"Asian Junction"
female,American,Dr.,Shari,J,Lewis,"826 Robson St",Vancouver,BC,"British Columbia","V6B 3K9",Canada,ShariJLewis@fleckens.hu,Alores,604-713-1152,1,Parrish,12/22/1984,38,"Bill and account collector",MeatPocket.ca,CA,2795,Vitagee
female,American,Ms.,Julie,M,Flowers,"4 Port Washington Road",Banff,AB,Alberta,"T0L 0C0",Canada,JulieMFlowers@teleworm.us,Purenem,403-760-2271,1,Singleton,3/18/1990,33,"City planner",IPDiary.ca,CA,2796,"Hughes Markets"
male,American,Mr.,Christopher,H,Filer,"4252 Craven Place","Medicine Hat",AB,Alberta,"T1A 0N1",Canada,ChristopherHFiler@teleworm.us,Godge2000,403-580-5688,1,Fowler,2/22/2000,23,"Infusion nurse",ABCExam.ca,CA,2797,"Maurice The Pants Man"
female,American,Ms.,Anna,J,Twiggs,"1433 Kinchant St",Haney,BC,"British Columbia","V2V 4H9",Canada,AnnaJTwiggs@superrito.com,Leptied1963,604-463-3739,1,Jefferson,2/2/1963,60,Cook,GenerationCredit.ca,CA,2798,"Total Quality"
male,American,Mr.,Martin,M,Jones,"1212 Bayfield St",Barrie,ON,Ontario,"L4M 4S8",Canada,MartinMJones@gustr.com,Sity1971,705-717-6028,1,Daniels,3/20/1971,52,"Human services manager",DirectoryText.ca,CA,2799,"Penn Fruit"
female,American,Ms.,Wendy,C,McCrary,"3681 Rue King",Sherbrooke,QC,Quebec,"J1H 1R4",Canada,WendyCMcCrary@gustr.com,Ched1957,819-564-4975,1,Kohler,11/5/1957,65,"CAD operator",SpacesOpen.ca,CA,2800,"Mr. AG's"
male,American,Mr.,Willie,B,Beecher,"3846 rue des Églises Est",Schefferville,QC,Quebec,"J0C 1G0",Canada,WillieBBeecher@teleworm.us,Sione1978,418-585-4232,1,Lopez,2/2/1978,45,"Immunology technologist",ParkingJunction.ca,CA,2801,"Kinney Shoes"
male,American,Mr.,David,N,Williams,"1824 Barrydowne Road",Sudbury,ON,Ontario,"P3E 5K3",Canada,DavidNWilliams@cuvox.de,Overted,705-233-1660,1,McGee,6/2/1969,54,"Technical communications specialist",SubliminalBroadcast.ca,CA,2802,"Honest Air Group"
female,American,Ms.,Peggy,R,Hawkins,"3904 Edson Drive",Hinton,AB,Alberta,"T7V 1E8",Canada,PeggyRHawkins@dayrep.com,Riatied,780-865-1432,1,Morton,7/3/1992,31,"Photographic processing machine operator",MetroAvenue.ca,CA,2803,"Northern Star"
female,American,Ms.,Ruth,G,Allen,"3624 St Jean Baptiste St",Chesterville,QC,Quebec,"G0P 1J0",Canada,RuthGAllen@rhyta.com,Plam1981,819-382-8088,1,Reddy,5/13/1981,42,"Personnel technician",GolfQuake.ca,CA,2804,"Magik Grey"
female,American,Ms.,Angelica,K,Cameron,"1479 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,AngelicaKCameron@einrot.com,Sonsen,416-843-6409,1,Ibarra,5/27/1966,57,"Radio operator",DoggyTherapist.ca,CA,2805,"Licorice Pizza"
female,American,Mrs.,Mary,A,Freedman,"3146 Water Street",Kitchener,ON,Ontario,"N2H 5A5",Canada,MaryAFreedman@superrito.com,Whicagoers,519-496-7611,1,Tate,8/4/1984,38,"Contract specialist",SeeRiches.ca,CA,2806,ManPower
female,American,Ms.,Katie,M,Vidal,"4481 Kennedy Rd",Peterborough,ON,Ontario,"K9J 6Y1",Canada,KatieMVidal@gustr.com,Netionster,705-772-1482,1,Leung,11/14/1963,59,"Certified nursing assistant",EasternVillas.ca,CA,2807,Peaches
female,American,Mrs.,Joanne,E,Inman,"1885 rue des Églises Est",L'avenir,QC,Quebec,"J0C 1B0",Canada,JoanneEInman@armyspy.com,Alwask,819-394-2089,1,Manley,1/26/1997,26,"Chiropractic physician",PullCable.ca,CA,2808,"Coon Chicken Inn"
male,American,Mr.,George,M,Sherman,"3013 Reserve St",Kinmount,ON,Ontario,"K0M 2A0",Canada,GeorgeMSherman@gustr.com,Alitson,705-488-4117,1,Holmes,10/13/1956,66,"Internal auditor",ItSummary.ca,CA,2809,"Intelli Wealth Group"
female,American,Mrs.,Terry,R,John,"2689 Findlay Creek Road",Creston,BC,"British Columbia","V0B 1G0",Canada,TerryRJohn@dayrep.com,Arom1977,250-431-8050,1,Schauer,5/31/1977,46,Attorney,CondoTip.ca,CA,2810,"Steve's Ice Cream"
male,American,Mr.,William,L,Black,"224 Elgin Street",Toledo,ON,Ontario,"K0E 1Y0",Canada,WilliamLBlack@fleckens.hu,Stwournitind1976,613-275-4043,1,Swink,2/19/1976,47,"Gaming supervisor",KosherBreakfasts.ca,CA,2811,Corpbay
male,American,Mr.,James,H,Wilson,"3544 Dundas St",London,ON,Ontario,"N6B 3L5",Canada,JamesHWilson@gustr.com,Gainnoo,519-494-3518,1,Norvell,5/20/2003,20,"CAD operator",PresidentFinder.ca,CA,2812,"Richman Brothers"
female,American,Ms.,Dorothy,A,Kizer,"2746 Barton Street",Hamilton,ON,Ontario,"L8N 1E1",Canada,DorothyAKizer@dayrep.com,Thistried,905-481-1098,1,Carroll,10/19/1953,69,"Data processor",StatsMall.ca,CA,2813,"Ruehl No. 925"
male,American,Mr.,Gregory,V,Edwards,"4696 Tchesinkut Lake Rd",Topley,BC,"British Columbia","V0J 2Y0",Canada,GregoryVEdwards@rhyta.com,Nothiz,250-696-3381,1,Rice,3/6/1981,42,"Office support secretary",DetailSports.ca,CA,2814,MagnaSolution
female,American,Ms.,Carol,B,Dvorak,"2816 St. John Street",Cudworth,SK,Saskatchewan,"S4P 3Y2",Canada,CarolBDvorak@cuvox.de,Harioned,306-256-4044,1,Stewart,11/30/1970,52,"Termite control technician",AffordableShare.ca,CA,2815,"Lafayette Radio"
female,American,Ms.,Melissa,M,Marek,"3918 47th Avenue",Carcross,YT,Yukon,"Y0B 1B0",Canada,MelissaMMarek@armyspy.com,Searry,867-390-0097,1,Stone,8/11/1982,40,"Certified nursing assistant",LivingAlerts.ca,CA,2816,"Rossi Auto Parts"
male,American,Mr.,Bennett,J,Hines,"4723 184th Street",Edmonton,AB,Alberta,"T5J 2R4",Canada,BennettJHines@teleworm.us,Pectivark,780-686-0421,1,Teegarden,3/18/1984,39,"Workforce development specialist",MissedFlights.ca,CA,2817,"New World Realty"
male,American,Mr.,Donald,M,Cohen,"925 Blind Bay Road",Celista,BC,"British Columbia","V0E 1L0",Canada,DonaldMCohen@rhyta.com,Shooke,250-955-2233,1,Delacruz,9/11/1947,75,Pipelayer,SetRules.ca,CA,2818,"Superior Interactive"
male,American,Mr.,Craig,G,Stang,"3687 Heritage Drive",Calgary,AB,Alberta,"T2V 2W2",Canada,CraigGStang@dayrep.com,Gons1990,403-701-5778,1,Calvert,1/29/1990,33,"Time checker",PooledIncome.ca,CA,2819,"Cut Rite"
female,American,Ms.,Lillian,A,Sevigny,"1087 Dry Pine Bay Rd",Foleyet,ON,Ontario,"P0M 1T0",Canada,LillianASevigny@cuvox.de,Hishentimed66,705-899-7065,1,Hawkins,10/20/1966,56,"Escort interpreter",RenewablesAnalytics.ca,CA,2820,"Multi-Systems Merchant Services"
male,American,Mr.,Daniel,R,Breeden,"51 Central Pkwy","Erin Mills",ON,Ontario,"L5L 3A1",Canada,DanielRBreeden@fleckens.hu,Itaken,905-820-1602,1,Carroll,2/18/1954,69,"Business administrator",TaxAids.ca,CA,2821,"Steve's Ice Cream"
male,American,Mr.,Anthony,B,Kang,"3724 Rayborn Crescent","St Albert",AB,Alberta,"T8N 1C7",Canada,AnthonyBKang@rhyta.com,Nobbland,780-671-8742,1,Carr,3/8/1972,51,"Food and beverage serving and related worker",CostumeStyles.ca,CA,2822,"Grey Fade"
male,American,Mr.,Gary,A,Lynch,"3956 Davis Drive",Welland,ON,Ontario,"L3B 3Z6",Canada,GaryALynch@cuvox.de,Leared,905-735-7155,1,Pope,4/5/1968,55,"Psychiatric nurse",RazorMarket.ca,CA,2823,"Wealth Zone Group"
female,American,Mrs.,Bonnie,J,Puckett,"1825 40th Street",Calgary,AB,Alberta,"T2N 2A7",Canada,BonnieJPuckett@armyspy.com,Froffelf,403-521-7559,1,Jackson,4/30/1963,60,"Semiconductor assembler",GuestResidence.ca,CA,2824,"Singer Lumber"
male,American,Mr.,Don,B,Moore,"4978 Landon Street",Temagami,ON,Ontario,"P0H 2H0",Canada,DonBMoore@cuvox.de,Waget1994,705-569-1034,1,Tilford,7/19/1994,29,Greeter,RepIndustry.ca,CA,2825,"Grass Roots Yard Services"
male,American,Mr.,William,S,Bermudez,"3469 Craven Place","Medicine Hat",AB,Alberta,"T1A 0N1",Canada,WilliamSBermudez@einrot.com,Dolow1962,403-548-3391,1,Mello,4/12/1962,61,"Computer support specialist",GolfMeds.ca,CA,2826,Adray
male,American,Dr.,Chris,B,Garcia,"3521 Sixth Street","New Westminster",BC,"British Columbia","V3L 3C1",Canada,ChrisBGarcia@superrito.com,Andii1948,604-759-3044,1,Griffin,9/11/1948,74,"Public affairs specialist",FreelanceAgreement.ca,CA,2827,"Little Tavern"
female,American,Mrs.,Faye,C,Williams,"3040 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,FayeCWilliams@fleckens.hu,Parme1987,416-854-3488,1,Price,3/25/1987,36,"Radiation therapist",NetworkingNut.ca,CA,2828,"Circuit City"
female,American,Mrs.,Donna,K,Stephenson,"1754 7th Ave",Calgary,AB,Alberta,"T2P 0W4",Canada,DonnaKStephenson@cuvox.de,Gothys,403-375-1428,1,Conkle,7/31/1981,41,"Heat treating equipment tender",CondoFactory.ca,CA,2829,Adapt
female,American,Mrs.,Judi,S,Lewis,"1344 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,JudiSLewis@gustr.com,Forepher,647-829-8606,1,Gregg,4/4/1953,70,"Escort interpreter",NetworkingWiz.ca,CA,2830,"The Lawn Guru"
male,American,Mr.,Trevor,A,Gregorio,"4996 chemin du Lac",Boucherville,QC,Quebec,"J4B 5B1",Canada,TrevorAGregorio@rhyta.com,Eined1953,450-645-5067,1,Gemmill,6/28/1953,70,"Meter reader",ProgramBreak.ca,CA,2831,"Sure Save"
male,American,Dr.,Michael,D,Flores,"1642 184th Street",Edmonton,AB,Alberta,"T5J 2R4",Canada,MichaelDFlores@cuvox.de,Theiny,780-977-7521,1,Simpson,4/16/1991,32,"Gaming investigator",CashCover.ca,CA,2832,"Montana's Cookhouse"
male,American,Mr.,Angelo,M,Akins,"989 137th Avenue",Edmonton,AB,Alberta,"T5M 3K3",Canada,AngeloMAkins@einrot.com,Postoomphom,780-488-6887,1,Perrigo,9/12/1999,23,"Fish and game warden",HippieLocator.ca,CA,2833,"Hollywood Video"
male,American,Mr.,Juan,S,Mena,"2364 Barrydowne Road",Sudbury,ON,Ontario,"P3E 5K3",Canada,JuanSMena@armyspy.com,Nained,705-662-7886,1,Kearns,12/17/1986,36,"Credit analyst",CampGA.ca,CA,2834,"Karl's Shoes"
female,American,Ms.,Amanda,D,Warner,"2204 Beaver Creek",Thornhill,ON,Ontario,"L4J 1W2",Canada,AmandaDWarner@dayrep.com,Wiltood,905-731-5237,1,Baeza,12/24/1955,67,"ASE teacher",BloggerRoom.ca,CA,2835,"Manning's Cafeterias"
female,American,Ms.,Mary,H,Jones,"4100 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,MaryHJones@superrito.com,Fashery1986,416-821-4937,1,Pierce,6/19/1986,37,"Extruding and forming machine operator",SharpUpdate.ca,CA,2836,"Erb Lumber"
female,American,Ms.,Damaris,J,Leonard,"1800 Hammarskjold Dr",Burnaby,BC,"British Columbia","V5B 3C9",Canada,DamarisJLeonard@dayrep.com,Whor1988,604-298-4842,1,Williams,10/31/1988,34,"Brokerage clerk",BalanceCream.ca,CA,2837,Incluesiv
female,American,Ms.,Anne,A,Manning,"3834 Islington Ave",Toronto,ON,Ontario,"M8V 3B6",Canada,AnneAManning@einrot.com,Wousell,647-220-0173,1,Church,1/31/1966,57,"Physical geographer",FuneralDirectorDirectory.ca,CA,2838,"Today's Man"
male,American,Mr.,William,J,Thomas,"2223 Blanshard",Victoria,BC,"British Columbia","V8W 2H9",Canada,WilliamJThomas@gustr.com,Havive,250-888-9331,1,Alvarez,8/12/1957,65,"Bus dispatcher",WorkoutZoo.ca,CA,2839,"Destiny Realty"
female,American,Mrs.,Raquel,J,Erwin,"3742 Joseph St",Kincardine,ON,Ontario,"N2Z 1Z9",Canada,RaquelJErwin@superrito.com,Shament,519-396-0568,1,Seidel,1/26/1981,42,Gerontologist,GenuineNerd.ca,CA,2840,"Suadela Investment"
male,American,Mr.,Rodney,A,Morley,"4510 Glover Road",Langley,BC,"British Columbia","V3A 1Z3",Canada,RodneyAMorley@gustr.com,Tworist68,604-514-2476,1,Neely,10/5/1968,54,"Histology technician",AffordableTreatments.ca,CA,2841,"Network Air"
female,American,Ms.,Paula,K,Bright,"1338 Kinchant St",Quesnel,BC,"British Columbia","V2J 2R5",Canada,PaulaKBright@teleworm.us,Volappece,250-992-3073,1,Perry,2/14/1970,53,"Tool and die maker",CubaAlerts.ca,CA,2842,"Sanitary Grocery Stores"
female,American,Mrs.,Lauren,G,Ramirez,"2835 Rue De La Gare",Alma,QC,Quebec,"G8B 3N8",Canada,LaurenGRamirez@dayrep.com,Intand,418-482-1332,1,Barnes,10/18/1969,53,"Probation officer",ReunionHoliday.ca,CA,2843,"Gart Sports"
male,American,Mr.,William,R,Morris,"1967 Halsey Avenue",Toronto,ON,Ontario,"M3B 2W6",Canada,WilliamRMorris@dayrep.com,Berman2000,416-953-6585,1,Henry,8/7/2000,22,"Avionics technician",PrepaidParty.ca,CA,2844,"Big Wheel"
male,American,Mr.,Michael,B,Ames,"1940 Brand Road",Saskatoon,SK,Saskatchewan,"S7K 1W8",Canada,MichaelBAmes@armyspy.com,Bigod1983,306-964-6663,1,Cooley,9/21/1983,39,"Hand typesetter",ByeMedia.ca,CA,2845,"Food Fair"
male,American,Mr.,Charles,H,Hines,"3460 Nelson Street","South Porcupine",ON,Ontario,"P0N 1K0",Canada,CharlesHHines@fleckens.hu,Apperned,705-235-6081,1,Braun,1/25/1990,33,"Stock-control clerk",ChadDirectory.ca,CA,2846,"Music Boutique"
female,American,Mrs.,Rochelle,G,Moore,"3578 Dry Pine Bay Rd",Whitefish,ON,Ontario,"P0M 3E0",Canada,RochelleGMoore@rhyta.com,Expeoppicel,705-866-2635,1,Hinshaw,1/1/1950,73,"Excavating operator",DatingABCs.ca,CA,2847,"Rogersound Labs"
female,American,Ms.,Julia,E,Snyder,"3233 Craven Place","Medicine Hat",AB,Alberta,"T1A 0N1",Canada,JuliaESnyder@einrot.com,Growit,403-528-7544,1,Simpson,6/26/1988,35,"College faculty",DashboardSecurity.ca,CA,2848,"Maurice The Pants Man"
female,American,Mrs.,Maritza,C,Morris,"682 Rue De La Gare",Albanel,QC,Quebec,"G8M 3R8",Canada,MaritzaCMorris@dayrep.com,Thavidifulne,418-279-9041,1,Davis,11/9/1977,45,"Safety and health practitioner",GerontologyBooks.ca,CA,2849,Stratabiz
male,American,Mr.,Richard,K,Bush,"4510 Reserve St","Burleigh Falls",ON,Ontario,"K0L 1K0",Canada,RichardKBush@einrot.com,Mencir1947,705-654-2476,1,Rowe,10/8/1947,75,"Private investigator",BottomTooth.ca,CA,2850,Choices
male,American,Mr.,Kenneth,K,Miller,"1405 rue Saint-Antoine",Granby,QC,Quebec,"J2H 2H5",Canada,KennethKMiller@einrot.com,Sontont,450-522-0655,1,Bookman,4/20/1966,57,"Concrete finisher",MallPass.ca,CA,2851,"Dun Rite Lawn Maintenance"
male,American,Mr.,Douglas,L,Carpenter,"2860 Halmans Road",Glenfinnan,PE,"Prince Edward Island","C1B 0Z9",Canada,DouglasLCarpenter@superrito.com,Quine1973,902-436-0548,1,Stumpf,10/6/1973,49,"News reporter",FastPockets.ca,CA,2852,Zantigo
female,American,Mrs.,Mary,K,Quin,"608 James Street",Hearst,ON,Ontario,"P0L 1N0",Canada,MaryKQuin@jourrapide.com,Fortell,705-362-2878,1,Shrader,6/6/1978,45,"Political geographer",WedLocator.ca,CA,2853,Keeney's
male,American,Mr.,Chester,J,Burkett,"3838 Queens Bay","South Slocan",BC,"British Columbia","V0G 2G0",Canada,ChesterJBurkett@einrot.com,Abidide54,250-359-9422,1,Unger,4/23/1954,69,"Insurance broker",FlashKeys.ca,CA,2854,"Starship Tapes & Records"
female,American,Mrs.,Sherry,S,Moynihan,"1605 Northumberland Street","New Dundee",ON,Ontario,"N0B 2E0",Canada,SherrySMoynihan@rhyta.com,Suprenly1999,519-696-4614,1,Deloach,8/29/1999,23,"Education administrator",BluetoothSpecialist.ca,CA,2855,"Music Boutique"
male,American,Mr.,Clarence,T,Tarango,"2485 Hastings Street",Vancouver,BC,"British Columbia","V6C 1B4",Canada,ClarenceTTarango@jourrapide.com,Nabowness,604-782-4503,1,Enciso,1/23/1996,27,Masseuse,TwilightCruises.ca,CA,2856,"Jack Lang"
female,American,Ms.,Jennifer,R,Rogers,"1020 90th Avenue",Rumsey,AB,Alberta,"T0J 2Y0",Canada,JenniferRRogers@cuvox.de,Wilver,403-368-1380,1,Villalobos,6/25/1949,74,"Fire investigator",DocAttorney.ca,CA,2857,Liberal
female,American,Ms.,Linda,L,Weinstein,"3936 Leslie Street",Newmarket,ON,Ontario,"L3Y 2A3",Canada,LindaLWeinstein@cuvox.de,Nathat,905-830-8405,1,Chamberlain,4/1/1985,38,"Enrobing machine operator",ElementaryClub.ca,CA,2858,"Total Sources"
female,American,Mrs.,Lisa,C,Dorado,"3002 Weir Crescent",Toronto,ON,Ontario,"M1E 3T8",Canada,LisaCDorado@fleckens.hu,Broomon,416-724-8788,1,Castillo,2/7/1955,68,"Campaign manager",HDTVMall.ca,CA,2859,"Beasts of Beauty"
male,American,Mr.,Keith,J,Potter,"3713 Adelaide St",Toronto,ON,Ontario,"M5H 1P6",Canada,KeithJPotter@fleckens.hu,Oney1960,416-393-9376,1,Upshaw,6/1/1960,63,"Teacher aide",HonestBlog.ca,CA,2860,"Rainbow Records"
male,American,Mr.,Hoyt,S,Albert,"4941 St. Paul Street","St Catharines",ON,Ontario,"L2S 3A1",Canada,HoytSAlbert@einrot.com,Exprishou83,905-321-8565,1,Feldman,12/12/1983,39,"Radiologic nurse",JointMinds.ca,CA,2861,"Destiny Realty"
female,American,Ms.,Hazel,J,Salgado,"1430 rue St-Paul","Ste Agathe",QC,Quebec,"J3P 6S2",Canada,HazelJSalgado@armyspy.com,Susee2001,819-325-8011,1,Walker,10/4/2001,21,Biostatistician,ClothingDrives.ca,CA,2862,"Wild Oats Markets"
female,American,Ms.,Valerie,K,Wilson,"2722 Nootka Street",Vancouver,BC,"British Columbia","V5M 3M5",Canada,ValerieKWilson@armyspy.com,Bers1982,604-340-8017,1,Sweet,4/24/1982,41,"Optometry doctor",SmokeReport.ca,CA,2863,"Pak and Save"
male,American,Mr.,Shawn,C,Hancock,"4157 Kenmount Road","St John's",NL,"Newfoundland and Labrador","A1B 3P2",Canada,ShawnCHancock@rhyta.com,Shatelfuld,709-757-6337,1,Neely,10/8/1966,56,"Telephone operator",FinancialFame.ca,CA,2864,Sandy's
female,American,Dr.,Hazel,J,Park,"851 Wellington Street",Toronto,ON,Ontario,"M9C 3J5",Canada,HazelJPark@dayrep.com,Hily1984,905-214-4446,1,Simpson,8/15/1984,38,Nurse,RatingExam.ca,CA,2865,"Monk Home Funding Services"
female,American,Mrs.,Corinne,C,White,"235 rue St-Paul","Ste Agathe",QC,Quebec,"J3P 6S2",Canada,CorinneCWhite@dayrep.com,Boung1951,819-325-4531,1,Dawson,5/6/1951,72,"Judiciary translator",ChristmasCheck.ca,CA,2866,"Omni Architectural Designs"
male,American,Mr.,Randolph,T,Sansbury,"4389 Sheppard Ave",Toronto,ON,Ontario,"M1S 1T4",Canada,RandolphTSansbury@armyspy.com,Molet1987,647-321-5168,1,Choi,9/16/1987,35,"Media director",BlogCurrency.ca,CA,2867,"Eisner Food Stores"
female,American,Ms.,Kristen,D,Bieker,"2603 Churchill Plaza","Sault Ste Marie",ON,Ontario,"P6A 1Z2",Canada,KristenDBieker@gustr.com,Cionse,705-782-5499,1,Martinez,1/30/1951,72,Rancher,PrintingMaps.ca,CA,2868,"Atlas Architectural Designs"
male,American,Mr.,Kenneth,D,Rembert,"3800 René-Lévesque Blvd",Montreal,QC,Quebec,"H3B 4W8",Canada,KennethDRembert@cuvox.de,Welove1950,514-992-4008,1,Sweeney,1/24/1950,73,"Gaming cage worker",SandwichRolls.ca,CA,2869,"The Network Chef"
male,American,Mr.,Kevin,B,Sherman,"566 Albert Street","Hudson Bay",SK,Saskatchewan,"S4P 3Y2",Canada,KevinBSherman@fleckens.hu,Oushe1963,306-865-8487,1,Klein,7/21/1963,60,"Record clerk",IRSCoupons.ca,CA,2870,"Magik Gray"
male,American,Mr.,Bryan,M,Madrigal,"328 Fallon Drive",Maidstone,ON,Ontario,"N0R 1K0",Canada,BryanMMadrigal@teleworm.us,Obold1992,519-737-1431,1,Hargrove,7/11/1992,31,"Audio control engineer",CreditMovie.ca,CA,2871,"Security Sporting Goods"
female,American,Ms.,Lidia,J,Hake,"954 Victoria Park Ave",Toronto,ON,Ontario,"M2J 3T7",Canada,LidiaJHake@superrito.com,Hinew1952,647-297-0960,1,Pascua,5/20/1952,71,"Legal assistant",BrokerageRewards.ca,CA,2872,"Magna Architectural Design"
male,American,Mr.,Lee,B,McKinney,"2010 Reserve St",Gooderham,ON,Ontario,"K0M 1R0",Canada,LeeBMcKinney@gustr.com,Quiening49,705-447-5144,1,Wilson,11/19/1949,73,"Personnel associate",GymCourt.ca,CA,2873,"Golden's Distributors"
female,American,Mrs.,Christy,D,Robinson,"4959 rue des Champs",Chicoutimi,QC,Quebec,"G7H 4N3",Canada,ChristyDRobinson@armyspy.com,Makined,418-718-1266,1,Gould,8/20/1964,58,"Nuclear medicine technologist",BirthdayCDs.ca,CA,2874,"Asian Plan"
male,American,Mr.,Robert,S,Harvey,"1803 5th Avenue",Falher,AB,Alberta,"T0H 1M0",Canada,RobertSHarvey@fleckens.hu,Reet1967,780-837-1043,1,Holland,11/29/1967,55,Chef,DateTunes.ca,CA,2875,"Rolling Thunder"
male,American,Mr.,Clarence,T,Moore,"4411 40th Street",Calgary,AB,Alberta,"T2R 0A9",Canada,ClarenceTMoore@einrot.com,Malley,403-398-1165,1,Dunlap,10/7/1952,70,"Securities analyst",CardChaser.ca,CA,2876,Peaches
female,American,Ms.,Barbara,K,Phelps,"3415 Hillside Dr",Kapuskasing,ON,Ontario,"P5N 2X6",Canada,BarbaraKPhelps@teleworm.us,Lidantollas,705-337-0277,1,Charles,2/6/1980,43,"Cement mason",RoadSticks.ca,CA,2877,"Tape World"
male,American,Mr.,Sean,J,Ford,"909 Nelson Street","Sachigo Lake",ON,Ontario,"P0V 2P0",Canada,SeanJFord@jourrapide.com,Alts1997,807-595-1326,1,Bible,4/25/1997,26,"Laboratory animal technician",PediatricCenters.ca,CA,2878,Metro
male,American,Mr.,Rodger,E,Jackson,"2611 rue des Églises Est",Laverlochere,QC,Quebec,"J0Z 2P0",Canada,RodgerEJackson@rhyta.com,Aint1987,819-765-6999,1,Dismuke,3/13/1987,36,Nurse,AffordableShare.ca,CA,2879,"Tons O' Toys"
male,American,Mr.,Charles,P,Hiser,"1208 Danforth Avenue",Toronto,ON,Ontario,"M4K 1A6",Canada,CharlesPHiser@einrot.com,Tiontems1983,416-328-2072,1,Dean,9/18/1983,39,Repairer,PoshBanking.ca,CA,2880,"Modern Realty"
female,American,Mrs.,Jodi,A,Ham,"2409 St. Paul Street","Niagara Falls",ON,Ontario,"L2E 4E6",Canada,JodiAHam@cuvox.de,Tharted,905-357-2471,1,Eakes,2/23/1989,34,Treasurer,BeachEmployment.ca,CA,2881,"Flipside Records"
male,American,Mr.,Raymond,M,Pollock,"3224 Victoria Park Ave",Toronto,ON,Ontario,"M4A 2M5",Canada,RaymondMPollock@einrot.com,Wiltoped,416-612-6447,1,Rosado,6/3/1952,71,"Information clerk",HitPatrol.ca,CA,2882,"Johnson's General Stores"
male,American,Mr.,Joel,P,Deaton,"4191 Burdett Avenue",Terrace,BC,"British Columbia","V8G 1S2",Canada,JoelPDeaton@armyspy.com,Lovice1991,250-831-0046,1,Jones,5/4/1991,32,"Order processor",RentingBanking.ca,CA,2883,"Square Circle"
male,American,Mr.,Matt,N,Jordan,"1409 Dundas St",London,ON,Ontario,"N6B 3L5",Canada,MattNJordan@rhyta.com,Worlse,519-280-8133,1,Bidwell,1/29/2003,20,"Civil engineer",ATVSpecialist.ca,CA,2884,"Cloth World"
female,American,Dr.,Anita,R,Lilley,"810 Isabella Street",Pembroke,ON,Ontario,"K8A 5S5",Canada,AnitaRLilley@einrot.com,Whimper1978,613-312-4392,1,Murphy,6/27/1978,45,"Legal secretary",VoiceTapes.ca,CA,2885,LaBelle's
male,American,Mr.,Jacob,L,Gibson,"3929 Mesa Vista Drive","Logan Lake",BC,"British Columbia","V0K 1W0",Canada,JacobLGibson@einrot.com,Bobjew1991,250-523-0529,1,Brucker,1/27/1991,32,"Public relations coordinator",ScientificRecords.ca,CA,2886,"Music Den"
male,American,Mr.,Jesse,M,Spencer,"4215 rue Levy",Montreal,QC,Quebec,"H3C 5K4",Canada,JesseMSpencer@teleworm.us,Wervince,514-770-1697,1,Boyd,4/14/1965,58,"Design consultant",CardHerald.ca,CA,2887,Adapt
male,American,Mr.,Andrew,M,Nevitt,"3533 40th Street",Calgary,AB,Alberta,"T2P 4L4",Canada,AndrewMNevitt@armyspy.com,Jusbabyes,403-667-5068,1,Milliner,4/29/1959,64,Roustabout,AlternativePoker.ca,CA,2888,"System Star Solutions"
female,American,Mrs.,Patricia,C,Whetsel,"3310 40th Street",Calgary,AB,Alberta,"T2T 2Y6",Canada,PatriciaCWhetsel@rhyta.com,Hiscam80,403-214-3672,1,Denmark,12/31/1980,42,"Transplant nurse",ClassParents.ca,CA,2889,"Rolling Thunder"
